,y,x,mass,size,ecc,signal,raw_mass,ep,x_orig,y_orig,Worm,Rep,RNAi,Genotype
37,124.63665363889436,589.0203124003483,14596.420490772662,7.523694293903163,0.1943005198010217,66.15432294945084,60385.0,0.0009484684694353176,910.8574585944494,595.608185989257,5,1,ELT-2,JM149
45,122.83530790204827,654.9739346908132,15189.35923720848,6.467090579669672,0.19036038885411488,104.13180464265412,54458.0,0.0010527147141631546,889.5706796429723,658.0581514141305,5,1,ELT-2,JM149
54,112.73442523076437,720.6499992858382,8985.96220063374,8.283652865394886,0.4617164263230756,47.77812213015895,35373.0,0.0016293662944745413,860.4403544648943,717.7808225403318,5,1,ELT-2,JM149
65,114.82627225333431,792.8518481718302,1488.8806263808506,8.136098900634114,0.17579410391321051,6.533760291303787,7634.0,0.007993436276280552,841.0178277564454,787.3527153044432,5,1,ELT-2,JM149
71,113.17399822268953,846.0448593892695,7100.155636556185,6.366362290647769,0.022474309643248775,50.22828223939786,25241.0,0.002297495550597054,823.6591131304998,837.6607810433082,5,1,ELT-2,JM149
76,109.48027937942152,891.4860949119511,660.318149439889,8.436968449094026,0.2923432683422578,2.858520127445407,4647.0,0.013795859515430298,806.6505875077304,879.9604205318491,5,1,ELT-2,JM149
83,122.68193267787865,935.7087753636911,7248.390323165139,5.29522240153236,0.052129581353793975,60.028922676353545,24202.0,0.002398345061111163,806.1383098591549,926.1087323943661,5,1,ELT-2,JM149
84,112.16882235368575,968.2330065010804,6267.509559433158,6.0861624583029235,0.11157596750613384,50.22828223939786,20277.0,0.0028751012937193485,786.4495048214751,954.0497784727652,5,1,ELT-2,JM149
97,141.4292869651324,1067.2342026808726,3268.105225706513,6.550269859844417,0.03864892932773272,23.276521037769744,11825.0,0.005026927229226387,785.02186679995,1057.2746470073723,5,1,ELT-2,JM149
105,136.94699685728415,1127.5537961017567,3597.2434003809417,6.726143287139233,0.21110884183780645,27.768481238041097,11703.0,0.00508182746965039,762.8462935634011,1113.5488704733796,5,1,ELT-2,JM149
28,122.2017336143764,1452.6309595560208,3317.7107429459707,6.096981362342926,0.18652337794907553,26.81104340287103,9169.0,0.0066038523290313615,1402.54698364969,562.3533170456681,2,1,ELT-2,JM149
32,126.3151063606939,1406.2163954230668,4059.3790249858566,6.527828808981844,0.02737399922359441,33.357926094269764,13179.0,0.004513228744380485,1366.6597035557945,592.0742646494125,2,1,ELT-2,JM149
34,114.92564991849088,1375.5456958133825,1786.67546211458,6.665369500975938,0.04297529350776831,13.405521701435514,7226.0,0.008515041618594083,1334.9413714883965,600.0966672482987,2,1,ELT-2,JM149
38,120.63240017714122,1341.6296515232775,1422.5440819453547,5.234999127674648,0.05600734737133445,13.405521701435514,5735.0,0.010945921661217467,1310.2502739425815,624.0385711154942,2,1,ELT-2,JM149
40,102.15646057470656,1304.1917488436,3574.286193185074,6.087198896502578,0.015113585526744848,29.616850270613345,13208.0,0.004502919512653026,1268.9387701700828,630.0648931530745,2,1,ELT-2,JM149
